Study	Tissue	dir	ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MAYO	CBE	ora_up	CC	GO:0060205	cytoplasmic vesicle lumen	70/2363	258/13575	5.656329239439305e-5	0.010257358206864376	0.009743831929498892	S100A9/S100A8/MMRN1/SRGN/SERPINA1/LYZ/HSP90AA1/HSPA8/HGF/HSPA6/F13A1/CHI3L1/CXCL1/SERPINE1/IMPDH1/MNDA/CRISPLD2/ALOX5/HSP90AB1/TGFB2/SELENOP/S100A11/DOCK2/CDA/CTSC/PNP/ISLR/FGR/TOR4A/GMFG/PSMD7/CANT1/C6orf120/TGFB1/B2M/C1orf35/CAT/DDX3X/PGM2/DNAJC3/HEBP2/ACLY/ARHGAP45/CAND1/PGAM1/PROS1/GRN/CAB39/ACTN1/ROCK1/FAM3C/XRCC6/PSMD2/STK11IP/CDC37L1/SCCPDH/GDI2/VCP/TUBB4B/ATG7/NEU1/ACTR2/XRCC5/APAF1/TOLLIP/IMPDH2/VTI1B/DYNC1H1/MAPK14/KPNB1	70
MAYO	CBE	ora_up	CC	GO:0098687	chromosomal region	82/2363	315/13575	6.726079225610576e-5	0.010257358206864376	0.009743831929498892	CENPF/SMC4/INCENP/IKZF1/APC/STAG1/TP53BP1/SGO2/CEBPB/LRWD1/RECQL4/ATRX/POLR2B/PPP1R12A/SP100/PURA/SMC3/CHEK2/CDCA5/EID3/SYCP3/MIS18BP1/TPR/DYNC1LI2/CHMP3/RCC2/SMC1A/STN1/CHAMP1/PARP1/ACTL6A/PRKDC/POLD1/SUMO3/SPOUT1/MSH2/PAFAH1B1/SMARCB1/PHF6/TFIP11/STAG2/XRCC6/KDM4A/WAPL/RNF8/CSNK1A1/SUV39H2/CHMP5/ORC4/WDR82/RANGAP1/FBXW11/LIG4/WRN/DCTN1/RAD50/FBXO28/SETX/RBBP4/HAT1/RAD21/AHCTF1/DCTN5/CENPV/CTCF/CENPC/PTGES3/CTC1/XRCC5/CBX1/NCAPD3/BAZ1B/PDS5B/NABP2/KAT5/ZBTB10/NBN/SMARCC2/ZW10/TOX4/GPATCH11/BOD1	82
MAYO	CBE	ora_up	CC	GO:0031983	vesicle lumen	70/2363	260/13575	7.358219660591373e-5	0.010257358206864376	0.009743831929498892	S100A9/S100A8/MMRN1/SRGN/SERPINA1/LYZ/HSP90AA1/HSPA8/HGF/HSPA6/F13A1/CHI3L1/CXCL1/SERPINE1/IMPDH1/MNDA/CRISPLD2/ALOX5/HSP90AB1/TGFB2/SELENOP/S100A11/DOCK2/CDA/CTSC/PNP/ISLR/FGR/TOR4A/GMFG/PSMD7/CANT1/C6orf120/TGFB1/B2M/C1orf35/CAT/DDX3X/PGM2/DNAJC3/HEBP2/ACLY/ARHGAP45/CAND1/PGAM1/PROS1/GRN/CAB39/ACTN1/ROCK1/FAM3C/XRCC6/PSMD2/STK11IP/CDC37L1/SCCPDH/GDI2/VCP/TUBB4B/ATG7/NEU1/ACTR2/XRCC5/APAF1/TOLLIP/IMPDH2/VTI1B/DYNC1H1/MAPK14/KPNB1	70
MAYO	CBE	ora_up	CC	GO:0101002	ficolin-1-rich granule	47/2363	164/13575	2.31359271211764e-4	0.02400765549928994	0.022805731796501357	FPR1/SERPINA1/HSP90AA1/HSPA8/HSPA6/HSPA1A/CD93/FCER1G/IMPDH1/ITGB2/MNDA/CTSS/CRISPLD2/DSP/ALOX5/HSP90AB1/CDA/PNP/CD300A/GMFG/PSMD7/CANT1/TCIRG1/C1orf35/CAT/DOK3/DDX3X/PGM2/ACLY/SLC2A3/CAND1/PGAM1/CAB39/CD58/XRCC6/PSMD2/ENPP4/VCP/ATG7/YPEL5/ACTR2/RHOA/APAF1/IMPDH2/MAPK14/COPB1/KPNB1	47
MAYO	CBE	ora_up	CC	GO:0016580	Sin3 complex	11/2363	21/13575	2.755541520721944e-4	0.02400765549928994	0.022805731796501357	SAP30L/ING2/ING1/BRMS1L/SAP30/BRMS1/RBBP4/OGT/MORF4L1/ARID4A/CSNK2A1	11
MAYO	CBE	ora_up	CC	GO:0070822	Sin3-type complex	11/2363	21/13575	2.755541520721944e-4	0.02400765549928994	0.022805731796501357	SAP30L/ING2/ING1/BRMS1L/SAP30/BRMS1/RBBP4/OGT/MORF4L1/ARID4A/CSNK2A1	11
MAYO	CBE	ora_up	CC	GO:0000775	chromosome, centromeric region	53/2363	195/13575	4.086930214701863e-4	0.031651003996079986	0.03006642228125698	CENPF/SMC4/INCENP/IKZF1/APC/STAG1/TP53BP1/SGO2/CEBPB/LRWD1/ATRX/PPP1R12A/SMC3/CDCA5/SYCP3/MIS18BP1/TPR/DYNC1LI2/CHMP3/RCC2/SMC1A/CHAMP1/ACTL6A/SUMO3/SPOUT1/PAFAH1B1/SMARCB1/PHF6/STAG2/KDM4A/WAPL/CSNK1A1/SUV39H2/CHMP5/RANGAP1/FBXW11/DCTN1/FBXO28/RAD21/AHCTF1/DCTN5/CENPV/CTCF/CENPC/CBX1/NCAPD3/BAZ1B/PDS5B/KAT5/SMARCC2/ZW10/GPATCH11/BOD1	53
MAYO	CBE	ora_up	CC	GO:0101031	chaperone complex	16/2363	40/13575	6.234973177830196e-4	0.04345776304947647	0.041282085566896776	HSPA8/HSP90AB1/STIP1/BAG3/PIH1D2/CCT5/CCT4/TCP1/RPAP3/URI1/DNAJC9/PTGES3/DNAAF2/CCT3/CCT6A/CCDC47	16
MAYO	CBE	ora_up	CC	GO:0000151	ubiquitin ligase complex	70/2363	279/13575	6.878755466793527e-4	0.04358629600322808	0.04140418362309215	MKLN1/RNF19B/UBE4A/FBXO11/KLHL9/FBXL14/TSPAN17/TMEM183A/TOPORS/CUL3/AMN1/CACYBP/KLHL8/NEDD4/PHC3/ZYG11B/CKS1B/KLHDC2/CAND1/CDKN1B/CDC26/UBR1/DCAF1/ANKRD9/MED31/RNF2/FBXO21/RNF8/CUL5/ASB1/FBXO2/FEM1B/FBXL3/FBXO45/FBXW11/RNF19A/KLHL7/BMI1/UBE2S/PCGF5/ZSWIM8/BCOR/RMND5A/PCGF1/FBXO31/OTULIN/FEM1C/GID8/YPEL5/DCAF12/DYRK2/DCAF7/KEAP1/RNF168/APPBP2/UBE2L6/SPOP/DCUN1D5/SEL1L/RNF40/RCHY1/ARIH2/CUL7/UBE2E1/WWP1/FBXL20/LZTR1/DCUN1D1/CUL4A/BRAP	70
MAYO	CBE	ora_up	MF	GO:0140662	ATP-dependent protein folding chaperone	21/2342	36/13298	4.891455719823348e-8	5.0284164799784017e-5	4.8554134145193864e-5	HSP90AA1/HSPA8/HSPA6/HSPA1A/HSP90AA2P/HSPH1/HSPA1L/HSP90B2P/HSP90AB1/HSPA4/CCT5/HSPA5/CCT4/HYOU1/HSPA4L/HSPA13/HSP90B1/TCP1/TOR1A/CCT3/CCT6A	21
MAYO	CBE	ora_up	MF	GO:0044183	protein folding chaperone	28/2342	59/13298	1.2401280473305833e-7	6.374258163279198e-5	6.154951308593369e-5	HSP90AA1/HSPA8/HSPA6/HSPA1A/HSP90AA2P/HSPH1/HSPA1L/HSPB1/HSP90B2P/HSP90AB1/DNAJB1/ZMYND10/HSPA4/CCT5/HSPA5/CCT4/HYOU1/HSPA4L/HSPA13/HSP90B1/TCP1/CALR/DNAJB6/TOR1A/CCT3/CCT6A/CCDC47/KHSRP	28
MAYO	CBE	ora_up	MF	GO:0044389	ubiquitin-like protein ligase binding	84/2342	292/13298	1.3966032518555924e-6	4.78569380969183e-4	4.6210416368414867e-4	HSP90AA1/HSPA8/HSPA6/HSPA1A/HSPA1L/SCN5A/DNAJA1/UBASH3B/CDKN1A/APC/HSP90AB1/TUBA1B/NFKBIA/CEBPB/SMAD6/LAPTM5/RALB/DTX3L/ARRB1/SH3KBP1/CHEK2/HSPA5/SHPRH/ZNF675/JAK1/POLR2A/USP25/ATF6/IKBKE/CUL3/TCP1/UBB/CACYBP/SQSTM1/CALR/PIAS1/UBE2T/FZD4/MOAP1/RELA/TRAF6/BECN1/SUMO3/PINK1/FOXO1/TPI1/CRK/MFHAS1/PRKACB/KDM4A/SYT11/RNF8/CUL5/DDRGK1/AXIN1/RANGAP1/DTX1/ITCH/TRIM37/VCP/MAP1LC3B/HIF1A/TRIM28/BAG5/RB1/STAT2/UBE2L6/SPOP/XRCC5/RRAGA/UBXN7/TOLLIP/ARRB2/RNF40/CUL7/UBE2K/USP19/BLZF1/USP7/UBE2G1/CUL4A/RTN4/CACUL1/MFN2	84
MAYO	CBE	ora_up	MF	GO:0031625	ubiquitin protein ligase binding	78/2342	276/13298	6.79275862469947e-6	0.0017457389665477639	0.0016856766797609475	HSP90AA1/HSPA8/HSPA6/HSPA1A/HSPA1L/SCN5A/DNAJA1/UBASH3B/CDKN1A/APC/HSP90AB1/TUBA1B/NFKBIA/SMAD6/LAPTM5/RALB/ARRB1/SH3KBP1/CHEK2/HSPA5/SHPRH/ZNF675/JAK1/POLR2A/USP25/ATF6/IKBKE/CUL3/TCP1/UBB/CACYBP/SQSTM1/CALR/PIAS1/UBE2T/FZD4/MOAP1/RELA/TRAF6/BECN1/PINK1/FOXO1/TPI1/CRK/MFHAS1/PRKACB/KDM4A/SYT11/RNF8/CUL5/AXIN1/RANGAP1/DTX1/TRIM37/VCP/MAP1LC3B/HIF1A/TRIM28/BAG5/RB1/UBE2L6/SPOP/XRCC5/RRAGA/UBXN7/TOLLIP/ARRB2/RNF40/CUL7/UBE2K/USP19/BLZF1/USP7/UBE2G1/CUL4A/RTN4/CACUL1/MFN2	78
MAYO	CBE	ora_up	MF	GO:0031072	heat shock protein binding	38/2342	110/13298	1.4151963914898314e-5	0.0029096437809030934	0.002809537257210339	HSPA8/HSPA6/HSPA1A/HSPA1L/ITGB2/DNAJA1/SACS/HSP90AB1/STIP1/DNAJB1/SPN/SLC12A2/PDXP/FKBP5/FKBP4/ITGAM/HSPA5/HSPA13/TPR/AHSA1/DNAJA4/ADORA1/IRAK1/CDKN1B/DNAJB6/CDC37L1/NUP62/BCOR/HIF1A/DNAJC9/LMAN2/PTGES3/APAF1/DNAJB9/DNAJB14/USP19/KPNB1/CSNK2A1	38
MAYO	CBE	ora_up	MF	GO:0003682	chromatin binding	122/2342	495/13298	3.674133336881359e-5	0.0062950151171900625	0.006078434625752845	MCM8/CENPF/SMC4/KLF4/CITED2/GADD45A/STAG1/NFAT5/CEBPB/FOXC1/LRWD1/SMAD6/ATRX/RCC1/NKAPL/FOSL2/SMC2/POLR2B/CHD3/FLI1/RNF169/PRKCB/MCM3AP/SMC3/CDCA5/MED1/POLR2A/SAP30L/ING2/SMARCA1/POLG/TPR/RBL2/TSPYL4/JDP2/BRD3/CTNNB1/PHC3/SMC1A/UBE2T/ATAD2/ASH1L/PARP1/MSH6/ACTL6A/KDM5A/HCFC1/POLR3D/RELA/POLD1/FOXO1/MSH2/SMARCB1/RNF2/TTC21B/NCAPH2/STAG2/PHF13/ZEB1/RNF8/CHD6/SETD7/WDR82/NIPBL/TTF1/STAT3/MSL1/WRN/PKNOX1/MBD2/BMI1/MPHOSPH8/TRIM37/CCNT1/NUP62/RBBP4/E2F4/ASXL2/PCGF1/CLOCK/WAC/RAN/NOC2L/SMARCA2/MECP2/TRIM28/SP3/RAD21/HMGA1/ZNF143/URI1/NSD1/CTCF/SFMBT2/OGT/DHX9/RNF168/JMJD1C/HMGN4/RCOR1/MORF4L1/ZNF354B/CBX1/LDB1/SET/ZNF304/CALCOCO1/KAT5/STAT5B/DHX30/SSRP1/SMARCC2/TOP1/YY1/ADNP/TOX4/DDX1/GTF2B/ASXL1/SBNO1/SUZ12/LEMD3	122
MAYO	CBE	ora_up	MF	GO:0051082	unfolded protein binding	35/2342	105/13298	7.075816696069938e-5	0.010391342233656994	0.010033827284802935	HSP90AA1/HSPA8/HSPA6/HSPA1A/HSP90AA2P/HSPA1L/DNAJA1/HSPB1/HSP90B2P/HSP90AB1/DNAJB4/DNAJB1/CCT5/HSPA5/CCT4/HYOU1/HSPA13/HSP90B1/TCP1/DNAJA4/CALR/DNAJB6/HTRA2/VBP1/CDC37L1/TOR1A/PPIB/TUBB4B/GRPEL1/PTGES3/CCT3/CANX/TIMM10B/CCT6A/SRSF10	35
MAYO	CBE	ora_up	MF	GO:0051087	chaperone binding	31/2342	92/13298	1.4334929959845265e-4	0.018420384998401165	0.01778663020017643	CP/HSPA8/DNAJA1/SACS/DNAJB4/DNAJB1/SLC12A2/BAG3/CTSC/CDC25A/HSPA5/HLA-B/BIRC2/AHSA1/DNAJA4/CALR/DNAJC3/CDKN1B/GET4/DNAJB6/GRN/ATP1A1/UBL4A/CDC37L1/SOD1/TBCD/DNAJC9/BAG5/GRPEL1/PTGES3/DNAJB9	31
MAYO	CBE	ora_up	MF	GO:0004842	ubiquitin-protein transferase activity	90/2342	366/13298	4.0272407335870125e-4	0.044211884338158376	0.04269077097161924	LONRF3/RNF19B/BIRC3/TRIM32/UBE4A/TRIM5/IRF2BPL/RNF6/ZNRF2/LONRF2/DTX3L/RNF169/PJA1/FBXO11/TRIM22/TRIM23/SHPRH/RNF111/KLHL9/FBXL14/TSPAN17/LTN1/BIRC2/UBA7/TRIM25/TOPORS/RC3H2/CUL3/NEDD4/UBE2T/HECTD1/SIAH2/NEURL1B/PEX12/TRAF6/PJA2/RNF24/MSL2/UBR1/RNF150/MED31/UBE2Z/DTX4/RNF2/RNF115/NEURL1/FBXO21/RNF8/CUL5/ASB1/RNF38/RNF145/FBXO2/FBXL3/NEURL4/MYCBP2/FBXW11/DTX1/RNF19A/XIAP/ITCH/TRIM37/UBE2S/AKTIP/PELI2/TRIM27/BCOR/RMND5A/TRIM28/SMURF1/FBXO22/TRIM4/RNF168/UBE2L6/TRIM52/RNF40/TRIM35/RCHY1/ARIH2/UBE2E1/RNF214/UBE2K/WWP1/MIB1/RNF139/RLIM/UBE2G1/UBE3A/UBE2H/BRAP	90
MAYO	CBE	ora_up	MF	GO:0003712	transcription coregulator activity	108/2342	455/13298	4.6512199771361543e-4	0.044211884338158376	0.04269077097161924	HSPA1A/PDLIM1/MID2/NRIP1/CITED2/CEBPZ/TRIM32/DNAJB1/TCF20/ZXDA/TP53BP1/TRIM5/BCL3/IRF2BPL/PRMT5/PSMC3IP/LMO1/ARRB1/ETS1/PRKCB/TRIM22/DPF1/MED1/SAP30L/ARL2BP/BIRC2/NCOA7/CCDC62/ZFPM2/RBM14/TRIM25/TCP10L/PRDM16/MED12L/CASP8AP2/PIAS1/CTNNB1/SIAH2/USP22/ACTL6A/TRIP11/KDM5A/HCFC1/RSF1/RYBP/KDM7A/ZMYND8/TAF6/MIER3/FHL3/MED31/SMARCB1/SAP30/ACTN1/BCLAF1/TFB2M/CNOT6/MED21/DTX1/ZXDB/TLE3/TRIM37/JMY/TRIM27/PRMT2/NCOA3/BCOR/TADA1/NOC2L/DPF3/TACC1/SMARCA2/MECP2/TRIM28/HMGA1/MTDH/URI1/AKIRIN2/USP21/NSD1/SFMBT2/BCORL1/HDGF/NPAT/DHX9/JMJD1C/RB1/ZXDC/TMF1/RCOR1/TRIM52/LDB1/HSBP1/ENO1/BUD31/SPEN/AKIRIN1/CALCOCO1/AEBP2/KAT5/ZMIZ1/SMARCC2/RLIM/TDP2/DDX1/NCOA4/ASXL1/UBE3A	108
MAYO	CBE	ora_up	MF	GO:0019787	ubiquitin-like protein transferase activity	94/2342	387/13298	4.730843654861305e-4	0.044211884338158376	0.04269077097161924	LONRF3/RNF19B/BIRC3/TRIM32/UBE4A/TRIM5/RANBP2/IRF2BPL/RNF6/ZNRF2/LONRF2/DTX3L/RNF169/PJA1/FBXO11/TRIM22/TRIM23/SHPRH/RNF111/KLHL9/FBXL14/TSPAN17/LTN1/BIRC2/UBA7/TRIM25/TOPORS/RC3H2/CUL3/NEDD4/PIAS1/UBE2T/HECTD1/SIAH2/NEURL1B/PEX12/TRAF6/PJA2/RNF24/MSL2/UBR1/RNF150/KIAA1586/MED31/UBE2Z/DTX4/RNF2/RNF115/NEURL1/FBXO21/RNF8/CUL5/UBL4A/ASB1/RNF38/RNF145/FBXO2/FBXL3/NEURL4/MYCBP2/FBXW11/DTX1/RNF19A/XIAP/ITCH/TRIM37/UBE2S/AKTIP/PELI2/TRIM27/BCOR/RMND5A/TRIM28/SMURF1/FBXO22/TRIM4/RNF168/UBE2L6/TRIM52/RNF40/TRIM35/RCHY1/ARIH2/UBE2E1/RNF214/UBE2K/WWP1/MIB1/RNF139/RLIM/UBE2G1/UBE3A/UBE2H/BRAP	94
MAYO	CBE	ora_dn	BP	GO:0045333	cellular respiration	60/2224	187/13000	3.508195092671503e-7	0.001843556521198875	0.001843556521198875	UQCR10/PUM2/COX7B/NDUFB7/PDHA1/CS/COQ9/UQCRC1/NDUFB4/IDH3G/MTFR1L/NDUFC2/COX15/ATP7A/COX7A2L/SIRT3/COX5B/ACO1/NDUFA4/ETFA/ARL2/NDUFA1/NDUFA11/NDUFC1/COX4I1/COX6B1/MYBBP1A/NDUFB9/PDHB/DGUOK/NDUFA5/NDUFS8/SUCLG1/IMMP2L/CHCHD10/ETFDH/NDUFA3/COQ10A/DNAJC30/FH/NDUFV3/NDUFB1/COX6C/SLC25A14/NDUFB8/SDHAF2/MLXIPL/ME3/BID/SLC25A13/NDUFB5/MDH1B/DHTKD1/ETFB/SLC25A22/IDH2/SDHAF4/OXA1L/MTCO2P12/NOS2	60
MAYO	CBE	ora_dn	BP	GO:0009060	aerobic respiration	49/2224	147/13000	1.1803391625404546e-6	0.0031013411495750443	0.0031013411495750443	UQCR10/COX7B/NDUFB7/PDHA1/CS/COQ9/UQCRC1/NDUFB4/IDH3G/MTFR1L/NDUFC2/COX15/ATP7A/COX7A2L/SIRT3/COX5B/ACO1/NDUFA4/ARL2/NDUFA1/NDUFA11/NDUFC1/COX4I1/COX6B1/NDUFB9/PDHB/DGUOK/NDUFA5/NDUFS8/SUCLG1/CHCHD10/NDUFA3/DNAJC30/FH/NDUFV3/NDUFB1/COX6C/SLC25A14/NDUFB8/SDHAF2/MLXIPL/ME3/BID/NDUFB5/MDH1B/DHTKD1/IDH2/OXA1L/MTCO2P12	49
MAYO	CBE	ora_dn	BP	GO:0022904	respiratory electron transport chain	36/2224	99/13000	3.193319750503252e-6	0.005593631762964864	0.005593631762964863	UQCR10/PUM2/COX7B/NDUFB7/COQ9/UQCRC1/NDUFB4/NDUFC2/COX15/COX7A2L/COX5B/NDUFA4/ETFA/NDUFA1/NDUFC1/COX4I1/COX6B1/MYBBP1A/NDUFB9/DGUOK/NDUFA5/NDUFS8/IMMP2L/ETFDH/NDUFA3/NDUFV3/NDUFB1/COX6C/NDUFB8/SDHAF2/BID/SLC25A13/NDUFB5/ETFB/SLC25A22/MTCO2P12	36
MAYO	CBE	ora_dn	BP	GO:0033108	mitochondrial respiratory chain complex assembly	33/2224	89/13000	4.989786820981305e-6	0.006555332436064189	0.006555332436064189	COA5/C12orf73/NDUFB7/NUBPL/NDUFB4/NDUFC2/COA1/TMEM126A/OMA1/NDUFA1/NDUFA11/NDUFC1/COX16/TMEM126B/NDUFB9/NDUFA5/TTC19/NDUFS8/IMMP2L/NDUFA3/AIFM1/FASTKD3/NDUFAF3/UQCC1/COX18/NDUFB1/NDUFB8/FOXRED1/SDHAF2/NDUFB5/ACAD9/SDHAF4/OXA1L	33
MAYO	CBE	ora_dn	BP	GO:0015980	energy derivation by oxidation of organic compounds	71/2224	261/13000	2.5435724087115397e-5	0.02673294601555828	0.026732946015558284	UQCR10/PUM2/COX7B/NDUFB7/PDHA1/CS/COQ9/UQCRC1/NDUFB4/IDH3G/MTFR1L/NDUFC2/COX15/INSR/ATP7A/COX7A2L/SIRT3/COX5B/PYGB/AGL/ACO1/NDUFA4/ETFA/ARL2/AKT2/NDUFA1/NDUFA11/NDUFC1/COX4I1/COX6B1/PHKG2/MYBBP1A/NDUFB9/PDHB/DGUOK/NDUFA5/PPP1R2/NDUFS8/SUCLG1/IMMP2L/CHCHD10/ETFDH/NDUFA3/COQ10A/DNAJC30/FH/GYS1/NDUFV3/NDUFB1/COX6C/SLC25A14/NDUFB8/SDHAF2/PPP1R1A/GAA/MLXIPL/ME3/BID/PPP1R3E/SLC25A13/NDUFB5/MDH1B/DHTKD1/ETFB/SLC25A22/IDH2/SDHAF4/OXA1L/MRAP2/MTCO2P12/NOS2	71
MAYO	CBE	ora_dn	BP	GO:0010257	NADH dehydrogenase complex assembly	21/2224	51/13000	4.295022710631665e-5	0.03224334906338486	0.03224334906338486	NDUFB7/NUBPL/NDUFB4/NDUFC2/COA1/TMEM126A/NDUFA1/NDUFA11/NDUFC1/TMEM126B/NDUFB9/NDUFA5/NDUFS8/NDUFA3/NDUFAF3/NDUFB1/NDUFB8/FOXRED1/NDUFB5/ACAD9/OXA1L	21
MAYO	CBE	ora_dn	BP	GO:0032981	mitochondrial respiratory chain complex I assembly	21/2224	51/13000	4.295022710631665e-5	0.03224334906338486	0.03224334906338486	NDUFB7/NUBPL/NDUFB4/NDUFC2/COA1/TMEM126A/NDUFA1/NDUFA11/NDUFC1/TMEM126B/NDUFB9/NDUFA5/NDUFS8/NDUFA3/NDUFAF3/NDUFB1/NDUFB8/FOXRED1/NDUFB5/ACAD9/OXA1L	21
MAYO	CBE	ora_dn	BP	GO:0006399	tRNA metabolic process	49/2224	167/13000	5.805424599432218e-5	0.03435255303304604	0.03435255303304604	TRMT5/URM1/GTF3C2/OSGEPL1/LCMT2/QRSL1/PUS1/ZCCHC7/METTL2B/NAT10/DTWD1/NSUN6/BCDIN3D/RPP25L/DUS1L/BRF1/CARS2/TRMT2A/TRDMT1/EXOSC7/EXOSC9/TPRKB/DTWD2/ELP2/DTD2/TSEN15/DTD1/TRIT1/PRORSD1P/MOCS3/POP5/NSUN2/HARS2/AARSD1/EXOSC8/TRMT61A/ELAC1/ZBTB8OS/QTRT1/TRMT11/FARSB/ADAT2/DUS2/SEPSECS/TRPT1/MTFMT/DUS4L/OSGEP/TARBP1	49
MAYO	CBE	ora_dn	BP	GO:0042773	ATP synthesis coupled electron transport	28/2224	79/13000	6.537117608572034e-5	0.03435255303304604	0.03435255303304604	UQCR10/COX7B/NDUFB7/COQ9/UQCRC1/NDUFB4/NDUFC2/COX15/COX7A2L/COX5B/NDUFA4/NDUFA1/NDUFC1/COX4I1/COX6B1/NDUFB9/DGUOK/NDUFA5/NDUFS8/NDUFA3/NDUFV3/NDUFB1/COX6C/NDUFB8/SDHAF2/BID/NDUFB5/MTCO2P12	28
MAYO	CBE	ora_dn	BP	GO:0042775	mitochondrial ATP synthesis coupled electron transport	28/2224	79/13000	6.537117608572034e-5	0.03435255303304604	0.03435255303304604	UQCR10/COX7B/NDUFB7/COQ9/UQCRC1/NDUFB4/NDUFC2/COX15/COX7A2L/COX5B/NDUFA4/NDUFA1/NDUFC1/COX4I1/COX6B1/NDUFB9/DGUOK/NDUFA5/NDUFS8/NDUFA3/NDUFV3/NDUFB1/COX6C/NDUFB8/SDHAF2/BID/NDUFB5/MTCO2P12	28
MAYO	CBE	ora_dn	BP	GO:0016054	organic acid catabolic process	57/2224	205/13000	8.065875517073652e-5	0.03828657219895359	0.03828657219895359	SCP2/NUDT19/PPARD/ECI1/ETFA/AKT2/AKR1A1/AASDHPPT/CARNMT1/ACAD10/CROT/BLMH/MCEE/QPRT/ACADSB/ALDH5A1/ETFDH/PEX7/RIDA/ACSF3/FAAH/ACOX2/AMDHD2/SLC25A17/HYKK/CPT2/GCAT/GCSH/DECR1/ECI2/LDHD/ECH1/AMT/KYAT3/ETFB/IVD/AIG1/GSTZ1/GPT/SARDH/PCK2/ECHDC2/SDSL/CRYL1/HMGCL/BCKDHB/TST/MCCC2/ALDH4A1/ACADL/ADHFE1/HOGA1/CARNS1/ENOSF1/DAO/IDNK/NOS2	57
MAYO	CBE	ora_dn	BP	GO:0046395	carboxylic acid catabolic process	56/2224	201/13000	8.742889940769611e-5	0.03828657219895359	0.03828657219895359	SCP2/NUDT19/PPARD/ECI1/ETFA/AKT2/AKR1A1/AASDHPPT/CARNMT1/ACAD10/CROT/BLMH/MCEE/QPRT/ACADSB/ALDH5A1/ETFDH/PEX7/RIDA/ACSF3/FAAH/ACOX2/AMDHD2/SLC25A17/HYKK/CPT2/GCAT/GCSH/DECR1/ECI2/LDHD/ECH1/AMT/KYAT3/ETFB/IVD/AIG1/GSTZ1/GPT/SARDH/PCK2/ECHDC2/SDSL/CRYL1/HMGCL/BCKDHB/MCCC2/ALDH4A1/ACADL/ADHFE1/HOGA1/CARNS1/ENOSF1/DAO/IDNK/NOS2	56
MAYO	CBE	ora_dn	BP	GO:0019646	aerobic electron transport chain	26/2224	73/13000	1.0730225775274743e-4	0.04077080973336061	0.04077080973336062	UQCR10/COX7B/NDUFB7/COQ9/UQCRC1/NDUFB4/NDUFC2/COX15/COX7A2L/COX5B/NDUFA4/NDUFA1/NDUFC1/COX4I1/COX6B1/NDUFB9/NDUFA5/NDUFS8/NDUFA3/NDUFV3/NDUFB1/COX6C/NDUFB8/SDHAF2/NDUFB5/MTCO2P12	26
MAYO	CBE	ora_dn	BP	GO:0044270	cellular nitrogen compound catabolic process	96/2224	393/13000	1.1504195343201167e-4	0.04077080973336061	0.04077080973336062	PUM2/DCP1B/LARP4B/SECISBP2/METTL14/HNRNPU/RC3H1/NIT1/ZCCHC17/PABPC4/DUT/MAGOH/CNOT10/APEX1/EDC3/ZCCHC8/CACNG7/ZCCHC7/NUDT13/TTC5/MTPAP/NUDT19/LSM2/TNRC6C/TNRC6B/TNRC6A/UPF3A/AASDHPPT/RNASEH2B/CNOT9/MRTO4/MAGOHB/SMUG1/CNOT11/UROD/EXOSC5/TRDMT1/EXOSC7/EXOSC9/SUCLG1/QPRT/TRAF5/LSM5/NUDT5/SUPV3L1/AIFM1/MBD4/RIDA/FASTKD3/GALT/ENTPD5/GTPBP1/POLR2G/AGO4/SLIRP/TAF15/HPRT1/DIS3L2/SIDT2/GAS5/CPEB3/SAMD4B/NUDT18/NSUN2/CECR2/HNRNPD/EXOSC8/EXOSC1/PAN3/TET2/FHIT/ANGEL2/AMPD3/PDE8A/MLH1/FUS/E2F1/PARN/PDE7A/TDG/MIAT/ITPA/IGF2BP2/DNPH1/PYM1/PCBP4/TST/UPP1/UPP2/PDE10A/ACADL/NT5M/CSDC2/CIRBP/PKP1/RBM24	96
MAYO	CBE	ora_dn	BP	GO:0034655	nucleobase-containing compound catabolic process	89/2224	359/13000	1.1637719238827958e-4	0.04077080973336061	0.04077080973336062	PUM2/DCP1B/LARP4B/SECISBP2/METTL14/HNRNPU/RC3H1/ZCCHC17/PABPC4/DUT/MAGOH/CNOT10/APEX1/EDC3/ZCCHC8/CACNG7/ZCCHC7/NUDT13/TTC5/MTPAP/NUDT19/LSM2/TNRC6C/TNRC6B/TNRC6A/UPF3A/RNASEH2B/CNOT9/MRTO4/MAGOHB/SMUG1/CNOT11/EXOSC5/TRDMT1/EXOSC7/EXOSC9/SUCLG1/TRAF5/LSM5/NUDT5/SUPV3L1/AIFM1/MBD4/RIDA/FASTKD3/GALT/ENTPD5/GTPBP1/POLR2G/AGO4/SLIRP/TAF15/HPRT1/DIS3L2/SIDT2/GAS5/CPEB3/SAMD4B/NUDT18/NSUN2/CECR2/HNRNPD/EXOSC8/EXOSC1/PAN3/FHIT/ANGEL2/AMPD3/PDE8A/MLH1/FUS/E2F1/PARN/PDE7A/TDG/MIAT/ITPA/IGF2BP2/DNPH1/PYM1/PCBP4/UPP1/UPP2/PDE10A/NT5M/CSDC2/CIRBP/PKP1/RBM24	89
